TP DK USD S YTL,TP DK EUR S YTL,TP DK GBP S YTL,TP DK SEK S YTL,TP DK CHF S YTL,TP DK CAD S YTL,TP DK KWD S YTL,TP DK SAR S YTL
1.77,2.56,2.90,0.28,2.23,1.79,6.50,0.47
1.75,2.53,2.86,0.28,2.21,1.78,6.44,0.47
1.75,2.53,2.86,0.28,2.21,1.78,6.44,0.47
1.74,2.48,2.83,0.27,2.23,1.78,6.40,0.47
1.76,2.49,2.84,0.27,2.24,1.79,6.46,0.47
1.77,2.50,2.85,0.27,2.11,1.79,6.48,0.47
1.75,2.47,2.80,0.27,2.05,1.78,6.40,0.47
1.77,2.49,2.82,0.28,2.05,1.80,6.45,0.47
1.78,2.46,2.83,0.28,2.02,1.79,6.47,0.47
1.79,2.44,2.84,0.27,2.02,1.79,6.50,0.48
1.78,2.43,2.82,0.27,2.02,1.79,6.47,0.48
1.77,2.42,2.79,0.26,2.01,1.79,6.43,0.47
1.78,2.46,2.81,0.27,2.04,1.80,6.47,0.48
1.78,2.46,2.82,0.27,2.04,1.81,6.48,0.48
1.80,2.45,2.82,0.27,2.03,1.83,6.52,0.48
1.80,2.46,2.82,0.27,2.04,1.81,6.52,0.48
1.80,2.46,2.82,0.27,2.01,1.81,6.52,0.48
1.83,2.46,2.82,0.27,2.01,1.78,6.60,0.49
1.84,2.48,2.83,0.27,2.03,1.78,6.62,0.49
1.85,2.49,2.87,0.27,2.04,1.80,6.66,0.49
1.85,2.50,2.88,0.27,2.05,1.81,6.68,0.49
1.85,2.52,2.89,0.27,2.06,1.80,6.68,0.49
1.85,2.53,2.90,0.27,2.07,1.80,6.71,0.49
1.86,2.51,2.90,0.27,2.06,1.78,6.72,0.50
1.87,2.49,2.90,0.27,2.05,1.78,6.73,0.50
1.90,2.50,2.92,0.27,2.06,1.80,6.83,0.51
1.88,2.50,2.90,0.27,2.04,1.78,6.76,0.50
1.85,2.46,2.85,0.27,1.99,1.77,6.66,0.49
1.84,2.48,2.86,0.27,2.00,1.78,6.66,0.49
1.84,2.49,2.87,0.27,2.01,1.78,6.63,0.49
1.84,2.51,2.88,0.28,2.03,1.78,6.66,0.49
1.83,2.52,2.87,0.28,2.03,1.79,6.63,0.49
1.83,2.52,2.88,0.28,2.04,1.80,6.64,0.49
1.84,2.53,2.90,0.28,2.05,1.81,6.66,0.49
1.84,2.55,2.91,0.28,2.06,1.83,6.69,0.49
1.87,2.56,2.94,0.28,2.07,1.82,6.76,0.50
1.85,2.56,2.92,0.28,2.06,1.83,6.71,0.49
1.87,2.57,2.94,0.28,2.08,1.83,6.77,0.50
1.85,2.55,2.93,0.28,2.08,1.83,6.72,0.49
1.83,2.53,2.91,0.28,2.06,1.81,6.64,0.49
1.80,2.51,2.88,0.28,2.05,1.80,6.55,0.48
1.77,2.46,2.82,0.27,2.02,1.74,6.42,0.47
1.76,2.47,2.82,0.27,2.01,1.77,6.42,0.47
1.76,2.47,2.82,0.27,2.01,1.77,6.42,0.47
1.75,2.46,2.81,0.27,2.01,1.76,6.38,0.47
1.79,2.46,2.86,0.27,2.02,1.77,6.52,0.48
1.78,2.45,2.85,0.27,2.02,1.75,6.46,0.47
1.78,2.45,2.84,0.27,2.01,1.75,6.44,0.47
1.75,2.42,2.81,0.27,1.98,1.73,6.36,0.47
1.79,2.43,2.85,0.27,1.97,1.75,6.47,0.48
1.78,2.43,2.83,0.27,1.96,1.74,6.44,0.47
1.78,2.44,2.84,0.27,1.97,1.75,6.46,0.47
1.79,2.43,2.84,0.27,1.96,1.75,6.51,0.48
1.80,2.43,2.84,0.27,1.97,1.76,6.52,0.48
1.81,2.44,2.85,0.27,1.97,1.77,6.55,0.48
1.82,2.46,2.87,0.27,1.99,1.77,6.58,0.48
1.84,2.48,2.89,0.27,2.00,1.78,6.67,0.49
1.84,2.49,2.88,0.27,2.02,1.77,6.67,0.49
1.86,2.50,2.90,0.27,2.03,1.79,6.74,0.50
1.86,2.49,2.90,0.27,2.03,1.78,6.74,0.50
1.88,2.50,2.91,0.27,2.04,1.79,6.80,0.50
1.86,2.49,2.90,0.27,2.02,1.80,6.73,0.50
1.85,2.48,2.89,0.27,2.01,1.80,6.68,0.49
1.85,2.46,2.88,0.27,2.01,1.80,6.67,0.49
1.82,2.46,2.86,0.27,1.99,1.80,6.59,0.49
1.83,2.46,2.86,0.27,1.99,1.80,6.61,0.49
1.84,2.46,2.87,0.27,1.99,1.81,6.63,0.49
1.83,2.45,2.86,0.27,1.98,1.81,6.61,0.49
1.83,2.46,2.88,0.27,1.98,1.82,6.61,0.49
1.85,2.47,2.90,0.27,2.00,1.81,6.67,0.49
1.86,2.46,2.90,0.27,2.00,1.81,6.70,0.50
1.87,2.46,2.91,0.27,1.99,1.82,6.73,0.50
1.88,2.45,2.92,0.27,1.99,1.82,6.77,0.50
1.88,2.44,2.91,0.27,1.99,1.81,6.75,0.50
1.88,2.45,2.92,0.27,2.00,1.82,6.75,0.50
1.89,2.46,2.93,0.27,2.02,1.82,6.78,0.50
1.90,2.48,2.97,0.28,2.04,1.84,6.82,0.51
1.88,2.46,2.95,0.27,2.02,1.83,6.75,0.50
1.89,2.47,2.96,0.27,2.02,1.84,6.78,0.50
1.89,2.47,2.96,0.28,2.02,1.85,6.79,0.50
1.89,2.47,2.96,0.28,2.02,1.86,6.80,0.50
1.89,2.48,2.97,0.28,2.03,1.86,6.80,0.50
1.90,2.48,2.98,0.28,2.03,1.87,6.82,0.51
1.92,2.47,2.95,0.28,2.03,1.87,6.87,0.51
1.90,2.46,2.93,0.28,2.02,1.86,6.81,0.51
1.89,2.44,2.92,0.27,2.01,1.85,6.77,0.50
1.89,2.46,2.94,0.28,2.02,1.86,6.78,0.50
1.87,2.43,2.92,0.27,2.00,1.85,6.73,0.50
1.88,2.42,2.93,0.27,1.99,1.85,6.76,0.50
1.88,2.40,2.91,0.27,1.97,1.84,6.74,0.50
1.87,2.39,2.89,0.27,1.97,1.82,6.70,0.50
1.87,2.39,2.90,0.27,1.97,1.84,6.70,0.50
1.86,2.37,2.87,0.27,1.96,1.83,6.67,0.50
1.85,2.35,2.83,0.27,1.94,1.82,6.61,0.49
1.85,2.37,2.84,0.27,1.96,1.82,6.63,0.49
1.85,2.35,2.84,0.26,1.94,1.82,6.63,0.49
1.84,2.35,2.83,0.27,1.94,1.82,6.59,0.49
1.84,2.35,2.83,0.27,1.95,1.81,6.59,0.49
1.83,2.36,2.83,0.27,1.95,1.81,6.57,0.49
1.83,2.36,2.83,0.27,1.96,1.80,6.57,0.49
1.83,2.37,2.85,0.27,1.96,1.81,6.57,0.49
1.82,2.37,2.84,0.27,1.97,1.80,6.55,0.49
1.83,2.37,2.84,0.27,1.96,1.80,6.56,0.49
1.80,2.36,2.82,0.27,1.96,1.80,6.47,0.48
1.78,2.34,2.80,0.26,1.94,1.78,6.42,0.48
1.79,2.35,2.81,0.26,1.95,1.78,6.45,0.48
1.77,2.34,2.79,0.26,1.94,1.78,6.39,0.47
1.77,2.32,2.79,0.26,1.93,1.77,6.37,0.47
1.76,2.31,2.79,0.26,1.92,1.76,6.35,0.47
1.75,2.31,2.78,0.26,1.92,1.76,6.32,0.47
1.76,2.30,2.78,0.26,1.91,1.77,6.35,0.47
1.76,2.31,2.78,0.26,1.91,1.76,6.32,0.47
1.75,2.32,2.78,0.26,1.91,1.76,6.30,0.47
1.75,2.33,2.78,0.26,1.92,1.76,6.32,0.47
1.76,2.33,2.79,0.26,1.93,1.76,6.36,0.47
1.76,2.33,2.78,0.26,1.93,1.76,6.33,0.47
1.77,2.33,2.78,0.27,1.93,1.77,6.37,0.47
1.76,2.32,2.76,0.26,1.92,1.77,6.33,0.47
1.78,2.31,2.78,0.26,1.91,1.77,6.39,0.47
1.76,2.31,2.79,0.26,1.91,1.77,6.33,0.47
1.74,2.31,2.76,0.26,1.91,1.76,6.27,0.46
1.75,2.31,2.77,0.26,1.92,1.76,6.29,0.47
1.75,2.32,2.75,0.26,1.92,1.75,6.30,0.47
1.76,2.34,2.76,0.27,1.94,1.76,6.33,0.47
1.76,2.36,2.78,0.27,1.96,1.77,6.35,0.47
1.77,2.38,2.81,0.27,1.97,1.77,6.39,0.47
1.76,2.36,2.79,0.27,1.96,1.76,6.34,0.47
1.75,2.35,2.78,0.27,1.95,1.76,6.30,0.47
1.75,2.34,2.79,0.26,1.94,1.77,6.31,0.47
1.76,2.33,2.80,0.26,1.94,1.78,6.34,0.47
1.77,2.34,2.80,0.26,1.94,1.78,6.37,0.47
1.78,2.35,2.82,0.26,1.95,1.79,6.41,0.48
1.79,2.35,2.81,0.26,1.95,1.79,6.42,0.48
1.77,2.35,2.80,0.26,1.95,1.78,6.38,0.47
1.78,2.36,2.81,0.26,1.95,1.80,6.40,0.48
1.80,2.36,2.81,0.26,1.95,1.81,6.45,0.48
1.79,2.35,2.80,0.26,1.95,1.81,6.42,0.48
1.79,2.34,2.82,0.26,1.93,1.81,6.43,0.48
1.80,2.35,2.83,0.26,1.95,1.82,6.46,0.48
1.80,2.35,2.83,0.27,1.95,1.81,6.44,0.48
1.81,2.38,2.86,0.27,1.97,1.82,6.48,0.48
1.82,2.40,2.88,0.27,1.99,1.83,6.52,0.48
1.81,2.40,2.88,0.27,1.99,1.83,6.51,0.48
1.81,2.38,2.86,0.27,1.98,1.82,6.50,0.48
1.80,2.39,2.85,0.27,1.98,1.80,6.47,0.48
1.79,2.38,2.84,0.27,1.97,1.80,6.45,0.48
1.78,2.38,2.85,0.27,1.98,1.80,6.42,0.48
1.78,2.38,2.84,0.27,1.97,1.79,6.42,0.48
1.78,2.37,2.83,0.27,1.96,1.78,6.41,0.47
1.78,2.38,2.85,0.27,1.97,1.79,6.42,0.48
1.78,2.38,2.86,0.27,1.97,1.79,6.41,0.47
1.78,2.37,2.85,0.27,1.97,1.79,6.40,0.47
1.79,2.36,2.84,0.27,1.96,1.80,6.43,0.48
1.80,2.35,2.85,0.27,1.95,1.80,6.44,0.48
1.79,2.34,2.84,0.27,1.95,1.81,6.43,0.48
1.80,2.35,2.85,0.27,1.96,1.80,6.45,0.48
1.80,2.36,2.85,0.27,1.96,1.80,6.47,0.48
1.81,2.37,2.87,0.27,1.97,1.80,6.49,0.48
1.80,2.36,2.87,0.27,1.97,1.80,6.47,0.48
1.79,2.36,2.86,0.27,1.96,1.80,6.44,0.48
1.80,2.35,2.85,0.26,1.95,1.80,6.46,0.48
1.79,2.35,2.86,0.26,1.96,1.80,6.44,0.48
1.79,2.34,2.86,0.26,1.95,1.81,6.44,0.48
1.79,2.35,2.87,0.27,1.95,1.81,6.42,0.48
1.79,2.36,2.88,0.27,1.96,1.80,6.44,0.48
1.79,2.35,2.89,0.27,1.96,1.81,6.43,0.48
1.77,2.35,2.86,0.26,1.95,1.80,6.39,0.47
1.77,2.33,2.86,0.26,1.94,1.80,6.35,0.47
1.76,2.33,2.86,0.26,1.94,1.79,6.35,0.47
1.76,2.32,2.86,0.26,1.93,1.79,6.33,0.47
1.76,2.32,2.85,0.26,1.93,1.78,6.34,0.47
1.76,2.31,2.85,0.26,1.92,1.79,6.33,0.47
1.76,2.31,2.84,0.26,1.92,1.78,6.32,0.47
1.77,2.30,2.85,0.26,1.91,1.77,6.35,0.47
1.76,2.30,2.85,0.26,1.91,1.77,6.34,0.47
1.79,2.32,2.88,0.26,1.93,1.78,6.43,0.48
1.79,2.31,2.88,0.26,1.93,1.79,6.42,0.48
1.79,2.31,2.88,0.26,1.93,1.78,6.42,0.48
1.81,2.33,2.90,0.26,1.94,1.80,6.48,0.48
1.81,2.32,2.90,0.26,1.93,1.80,6.48,0.48
1.83,2.32,2.91,0.25,1.93,1.81,6.53,0.49
1.82,2.32,2.89,0.25,1.93,1.80,6.53,0.49
1.83,2.33,2.90,0.26,1.94,1.80,6.55,0.49
1.83,2.34,2.89,0.26,1.94,1.79,6.55,0.49
1.83,2.33,2.88,0.26,1.94,1.80,6.54,0.49
1.85,2.34,2.91,0.26,1.95,1.81,6.61,0.49
1.85,2.32,2.90,0.26,1.93,1.80,6.59,0.49
1.84,2.31,2.89,0.26,1.93,1.79,6.57,0.49
1.83,2.31,2.88,0.26,1.92,1.79,6.55,0.49
1.84,2.30,2.88,0.26,1.92,1.79,6.55,0.49
1.84,2.29,2.87,0.26,1.91,1.79,6.56,0.49
1.85,2.30,2.87,0.26,1.91,1.80,6.59,0.49
1.87,2.30,2.86,0.26,1.92,1.80,6.64,0.50
1.85,2.30,2.85,0.26,1.92,1.78,6.60,0.49
1.85,2.30,2.84,0.26,1.92,1.78,6.60,0.49
1.84,2.30,2.85,0.26,1.92,1.78,6.56,0.49
1.83,2.30,2.84,0.26,1.91,1.78,6.52,0.49
1.84,2.29,2.83,0.25,1.91,1.78,6.54,0.49
1.82,2.29,2.82,0.26,1.90,1.77,6.48,0.48
1.83,2.29,2.84,0.26,1.90,1.78,6.52,0.49
1.83,2.29,2.84,0.26,1.90,1.78,6.51,0.49
1.82,2.29,2.83,0.26,1.91,1.77,6.50,0.49
1.82,2.29,2.82,0.26,1.91,1.77,6.48,0.48
1.81,2.29,2.84,0.26,1.91,1.77,6.47,0.48
1.81,2.28,2.83,0.26,1.90,1.77,6.45,0.48
1.79,2.28,2.82,0.26,1.90,1.76,6.41,0.48
1.80,2.28,2.82,0.26,1.90,1.76,6.43,0.48
1.81,2.27,2.82,0.26,1.89,1.76,6.44,0.48
1.82,2.27,2.83,0.26,1.89,1.77,6.49,0.49
1.82,2.27,2.84,0.26,1.89,1.77,6.49,0.49
1.81,2.26,2.83,0.26,1.88,1.77,6.45,0.48
1.82,2.27,2.84,0.26,1.89,1.78,6.50,0.49
1.82,2.29,2.84,0.26,1.90,1.77,6.48,0.48
1.81,2.28,2.83,0.26,1.90,1.78,6.45,0.48
1.80,2.27,2.83,0.26,1.89,1.77,6.43,0.48
1.80,2.27,2.82,0.26,1.89,1.78,6.43,0.48
1.81,2.26,2.82,0.26,1.88,1.79,6.44,0.48
1.82,2.25,2.82,0.26,1.87,1.79,6.46,0.48
1.82,2.24,2.82,0.26,1.87,1.79,6.48,0.49
1.82,2.24,2.82,0.26,1.86,1.79,6.46,0.49
1.81,2.22,2.82,0.26,1.85,1.78,6.43,0.48
1.82,2.22,2.81,0.26,1.85,1.78,6.44,0.48
1.82,2.22,2.81,0.26,1.85,1.79,6.45,0.48
1.81,2.21,2.82,0.26,1.84,1.79,6.43,0.48
1.81,2.22,2.83,0.26,1.85,1.78,6.42,0.48
1.81,2.22,2.82,0.26,1.85,1.78,6.42,0.48
1.80,2.22,2.83,0.26,1.85,1.79,6.40,0.48
1.81,2.21,2.83,0.26,1.84,1.79,6.41,0.48
1.82,2.20,2.83,0.26,1.83,1.79,6.45,0.48
1.83,2.21,2.83,0.26,1.84,1.79,6.47,0.49
1.82,2.21,2.83,0.26,1.84,1.79,6.47,0.49
1.82,2.22,2.84,0.26,1.85,1.80,6.47,0.49
1.82,2.23,2.86,0.26,1.86,1.80,6.46,0.48
1.81,2.22,2.84,0.26,1.85,1.80,6.42,0.48
1.80,2.20,2.82,0.26,1.83,1.79,6.37,0.48
1.79,2.21,2.81,0.27,1.84,1.79,6.36,0.48
1.80,2.21,2.80,0.27,1.84,1.79,6.37,0.48
1.79,2.19,2.78,0.26,1.82,1.78,6.33,0.48
1.78,2.20,2.77,0.26,1.83,1.78,6.31,0.47
1.78,2.21,2.79,0.27,1.84,1.78,6.33,0.48
1.79,2.21,2.80,0.27,1.84,1.79,6.34,0.48
1.78,2.20,2.79,0.27,1.83,1.80,6.32,0.48
1.79,2.20,2.79,0.27,1.83,1.80,6.33,0.48
1.79,2.21,2.81,0.27,1.84,1.81,6.34,0.48
1.79,2.22,2.82,0.27,1.85,1.81,6.35,0.48
1.80,2.22,2.83,0.27,1.85,1.82,6.38,0.48
1.80,2.21,2.82,0.27,1.84,1.82,6.36,0.48
1.80,2.22,2.83,0.27,1.85,1.82,6.37,0.48
1.80,2.24,2.84,0.27,1.86,1.81,6.36,0.48
1.79,2.25,2.85,0.27,1.87,1.81,6.36,0.48
1.80,2.25,2.85,0.27,1.88,1.81,6.38,0.48
1.80,2.25,2.85,0.27,1.88,1.82,6.38,0.48
1.80,2.26,2.84,0.27,1.88,1.82,6.39,0.48
1.82,2.28,2.87,0.27,1.90,1.84,6.44,0.48
1.82,2.29,2.88,0.27,1.90,1.84,6.45,0.49
1.82,2.29,2.89,0.27,1.91,1.85,6.45,0.49
1.82,2.29,2.89,0.27,1.91,1.85,6.45,0.48
1.82,2.29,2.90,0.27,1.90,1.85,6.46,0.49
1.82,2.29,2.89,0.27,1.90,1.84,6.45,0.48
1.81,2.29,2.88,0.27,1.89,1.84,6.41,0.48
1.80,2.30,2.88,0.27,1.90,1.84,6.39,0.48
1.80,2.31,2.89,0.27,1.91,1.85,6.40,0.48
1.80,2.32,2.90,0.27,1.92,1.85,6.41,0.48
1.81,2.34,2.92,0.27,1.93,1.85,6.44,0.48
1.79,2.34,2.91,0.27,1.93,1.86,6.40,0.48
1.80,2.36,2.92,0.27,1.94,1.85,6.41,0.48
1.80,2.36,2.93,0.27,1.94,1.85,6.42,0.48
1.79,2.34,2.91,0.27,1.93,1.84,6.39,0.48
1.80,2.33,2.92,0.27,1.93,1.84,6.42,0.48
1.80,2.33,2.92,0.27,1.93,1.84,6.40,0.48
1.80,2.33,2.92,0.27,1.92,1.84,6.41,0.48
1.79,2.32,2.91,0.27,1.92,1.83,6.39,0.48
1.79,2.31,2.90,0.27,1.91,1.83,6.38,0.48
1.79,2.30,2.90,0.27,1.91,1.82,6.37,0.48
1.79,2.32,2.91,0.27,1.92,1.83,6.39,0.48
1.80,2.31,2.90,0.27,1.91,1.83,6.39,0.48
1.79,2.32,2.90,0.27,1.91,1.83,6.38,0.48
1.79,2.32,2.89,0.27,1.91,1.82,6.38,0.48
1.81,2.34,2.91,0.27,1.93,1.83,6.43,0.48
1.80,2.34,2.91,0.27,1.93,1.83,6.40,0.48
1.81,2.35,2.91,0.27,1.94,1.85,6.44,0.48
1.81,2.35,2.91,0.27,1.94,1.86,6.46,0.48
1.82,2.34,2.91,0.27,1.93,1.86,6.46,0.48
1.81,2.34,2.91,0.27,1.93,1.85,6.45,0.48
1.81,2.34,2.90,0.27,1.94,1.85,6.43,0.48
1.81,2.35,2.91,0.27,1.94,1.85,6.44,0.48
1.81,2.35,2.91,0.27,1.95,1.84,6.44,0.48
1.80,2.36,2.91,0.27,1.95,1.83,6.42,0.48
1.80,2.36,2.91,0.27,1.95,1.84,6.41,0.48
1.80,2.35,2.89,0.27,1.94,1.82,6.40,0.48
1.79,2.34,2.88,0.27,1.94,1.81,6.39,0.48
1.80,2.34,2.88,0.27,1.94,1.81,6.41,0.48
1.80,2.34,2.88,0.27,1.94,1.81,6.41,0.48
1.80,2.33,2.89,0.27,1.93,1.80,6.41,0.48
1.79,2.33,2.89,0.27,1.93,1.80,6.38,0.48
1.79,2.32,2.90,0.27,1.92,1.79,6.38,0.48
1.79,2.31,2.88,0.27,1.91,1.80,6.36,0.48
1.79,2.29,2.86,0.27,1.90,1.79,6.35,0.48
1.78,2.27,2.84,0.27,1.88,1.79,6.30,0.47
1.78,2.28,2.84,0.27,1.89,1.79,6.30,0.47
1.78,2.27,2.85,0.27,1.89,1.79,6.33,0.48
1.79,2.28,2.85,0.27,1.89,1.79,6.34,0.48
1.80,2.29,2.86,0.27,1.90,1.80,6.37,0.48
1.81,2.29,2.87,0.27,1.90,1.80,6.39,0.48
1.80,2.30,2.86,0.27,1.91,1.80,6.39,0.48
1.80,2.30,2.85,0.27,1.91,1.80,6.38,0.48
1.80,2.29,2.86,0.27,1.91,1.80,6.38,0.48
1.80,2.30,2.87,0.27,1.91,1.80,6.38,0.48
1.80,2.30,2.87,0.27,1.91,1.81,6.38,0.48
1.80,2.30,2.86,0.27,1.91,1.80,6.37,0.48
1.80,2.32,2.87,0.27,1.92,1.81,6.37,0.48
1.80,2.32,2.87,0.27,1.93,1.80,6.37,0.48
1.80,2.33,2.87,0.27,1.93,1.81,6.37,0.48
1.79,2.33,2.88,0.27,1.93,1.81,6.37,0.48
1.79,2.31,2.87,0.27,1.92,1.80,6.36,0.48
1.79,2.32,2.87,0.27,1.93,1.80,6.35,0.48
1.79,2.32,2.86,0.27,1.93,1.80,6.34,0.48
1.79,2.33,2.87,0.27,1.93,1.80,6.35,0.48
1.79,2.34,2.88,0.27,1.93,1.80,6.35,0.48
1.79,2.34,2.87,0.27,1.92,1.80,6.34,0.48
1.79,2.34,2.88,0.27,1.93,1.80,6.36,0.48
1.79,2.32,2.87,0.27,1.92,1.81,6.37,0.48
1.79,2.31,2.87,0.27,1.92,1.81,6.35,0.48
1.79,2.32,2.87,0.27,1.91,1.81,6.34,0.48
1.78,2.32,2.87,0.27,1.91,1.81,6.32,0.47
1.78,2.32,2.87,0.27,1.92,1.81,6.32,0.47
1.78,2.33,2.87,0.27,1.93,1.81,6.33,0.48
1.78,2.35,2.89,0.27,1.94,1.81,6.34,0.48
1.78,2.35,2.89,0.27,1.95,1.81,6.34,0.48
1.78,2.36,2.90,0.27,1.96,1.81,6.33,0.47
1.78,2.36,2.90,0.27,1.96,1.81,6.35,0.48
1.80,2.37,2.92,0.28,1.96,1.81,6.38,0.48
1.80,2.38,2.91,0.28,1.97,1.81,6.39,0.48
1.80,2.37,2.89,0.27,1.96,1.81,6.38,0.48
1.79,2.37,2.89,0.28,1.96,1.81,6.38,0.48
1.79,2.38,2.90,0.28,1.97,1.81,6.38,0.48
1.79,2.36,2.89,0.28,1.96,1.80,6.36,0.48
1.79,2.36,2.89,0.27,1.95,1.80,6.35,0.48
1.78,2.36,2.90,0.28,1.95,1.81,6.33,0.47
1.78,2.34,2.88,0.27,1.93,1.81,6.32,0.48
1.79,2.33,2.87,0.27,1.93,1.81,6.33,0.48
1.78,2.32,2.86,0.27,1.92,1.81,6.31,0.48
1.78,2.33,2.86,0.27,1.93,1.81,6.31,0.47
1.78,2.32,2.85,0.27,1.92,1.80,6.30,0.47
1.78,2.32,2.85,0.27,1.92,1.80,6.29,0.47
1.77,2.35,2.86,0.27,1.93,1.80,6.29,0.47
1.77,2.36,2.85,0.27,1.93,1.80,6.29,0.47
1.77,2.36,2.85,0.27,1.91,1.80,6.29,0.47
1.77,2.35,2.84,0.27,1.90,1.80,6.29,0.47
1.76,2.35,2.82,0.27,1.89,1.78,6.25,0.47
1.76,2.35,2.80,0.27,1.88,1.78,6.24,0.47
1.76,2.35,2.80,0.27,1.89,1.78,6.25,0.47
1.77,2.35,2.80,0.27,1.90,1.78,6.27,0.47
1.77,2.36,2.81,0.27,1.91,1.79,6.29,0.47
1.77,2.36,2.80,0.27,1.90,1.77,6.29,0.47
1.77,2.37,2.79,0.27,1.91,1.76,6.27,0.47
1.77,2.38,2.78,0.27,1.91,1.75,6.28,0.47
1.77,2.38,2.79,0.28,1.92,1.76,6.29,0.47
1.77,2.39,2.79,0.28,1.93,1.76,6.28,0.47
1.76,2.39,2.79,0.28,1.94,1.76,6.27,0.47
1.75,2.39,2.78,0.28,1.94,1.76,6.24,0.47
1.75,2.38,2.76,0.28,1.93,1.76,6.23,0.47
1.76,2.38,2.77,0.28,1.94,1.76,6.25,0.47
1.77,2.39,2.76,0.28,1.93,1.77,6.27,0.47
1.77,2.40,2.78,0.28,1.95,1.78,6.29,0.47
1.77,2.38,2.79,0.28,1.93,1.77,6.29,0.47
1.77,2.37,2.79,0.28,1.93,1.76,6.29,0.47
1.78,2.38,2.77,0.28,1.93,1.76,6.29,0.47
1.77,2.38,2.76,0.28,1.93,1.76,6.27,0.47
1.77,2.36,2.75,0.28,1.92,1.77,6.27,0.47
1.77,2.36,2.75,0.28,1.92,1.77,6.31,0.47
1.77,2.36,2.74,0.28,1.92,1.76,6.29,0.47
1.77,2.37,2.75,0.28,1.92,1.75,6.31,0.47
1.78,2.38,2.73,0.28,1.94,1.76,6.34,0.47
1.79,2.37,2.74,0.28,1.93,1.76,6.38,0.48
1.79,2.37,2.74,0.28,1.93,1.76,6.38,0.48
1.80,2.39,2.73,0.28,1.95,1.76,6.40,0.48
1.81,2.37,2.75,0.28,1.95,1.77,6.43,0.48
1.81,2.37,2.74,0.28,1.95,1.76,6.42,0.48
1.80,2.36,2.74,0.28,1.94,1.76,6.39,0.48
1.80,2.35,2.72,0.28,1.93,1.75,6.40,0.48
1.81,2.35,2.72,0.28,1.92,1.76,6.39,0.48
1.80,2.35,2.73,0.28,1.92,1.75,6.37,0.48
1.79,2.34,2.71,0.28,1.91,1.75,6.36,0.48
1.80,2.34,2.71,0.28,1.91,1.75,6.37,0.48
1.80,2.36,2.71,0.28,1.91,1.75,6.37,0.48
1.81,2.35,2.70,0.28,1.90,1.76,6.38,0.48
1.81,2.35,2.69,0.28,1.91,1.76,6.38,0.48
1.81,2.35,2.71,0.29,1.91,1.76,6.40,0.48
1.82,2.35,2.72,0.28,1.91,1.77,6.41,0.48
1.81,2.37,2.75,0.28,1.93,1.78,6.41,0.48
1.82,2.35,2.75,0.28,1.93,1.78,6.42,0.48
1.82,2.35,2.75,0.28,1.93,1.78,6.43,0.48
1.82,2.36,2.76,0.28,1.93,1.78,6.43,0.49
1.82,2.35,2.76,0.28,1.93,1.78,6.42,0.48
1.82,2.36,2.77,0.28,1.93,1.78,6.42,0.49
1.82,2.36,2.77,0.28,1.94,1.78,6.42,0.48
1.82,2.34,2.77,0.28,1.92,1.79,6.43,0.49
1.82,2.33,2.76,0.28,1.92,1.79,6.42,0.49
1.82,2.32,2.76,0.28,1.91,1.79,6.40,0.48
1.81,2.32,2.76,0.28,1.91,1.78,6.39,0.48
1.81,2.32,2.76,0.28,1.91,1.79,6.39,0.48
1.81,2.32,2.75,0.28,1.92,1.79,6.37,0.48
1.81,2.32,2.74,0.28,1.91,1.79,6.36,0.48
1.81,2.32,2.74,0.28,1.91,1.79,6.36,0.48
1.80,2.33,2.75,0.28,1.92,1.78,6.36,0.48
1.79,2.33,2.75,0.28,1.92,1.76,6.31,0.48
1.79,2.33,2.74,0.28,1.91,1.76,6.30,0.48
1.79,2.34,2.74,0.28,1.92,1.76,6.30,0.48
1.79,2.34,2.75,0.28,1.93,1.77,6.31,0.48
1.79,2.34,2.76,0.28,1.93,1.77,6.32,0.48
1.79,2.34,2.75,0.28,1.93,1.76,6.33,0.48
1.80,2.35,2.75,0.28,1.94,1.76,6.34,0.48
1.79,2.36,2.74,0.28,1.94,1.75,6.33,0.48
1.80,2.35,2.75,0.28,1.93,1.76,6.34,0.48
1.80,2.35,2.77,0.28,1.94,1.76,6.35,0.48
1.80,2.35,2.75,0.28,1.94,1.76,6.36,0.48
1.81,2.35,2.76,0.27,1.91,1.76,6.37,0.48
1.80,2.35,2.78,0.27,1.91,1.76,6.36,0.48
1.80,2.35,2.79,0.28,1.92,1.77,6.36,0.48
1.80,2.35,2.80,0.28,1.92,1.78,6.36,0.48
1.80,2.35,2.79,0.28,1.93,1.78,6.36,0.48
1.80,2.36,2.80,0.28,1.94,1.78,6.35,0.48
1.80,2.36,2.80,0.28,1.93,1.78,6.35,0.48
1.80,2.36,2.80,0.28,1.92,1.79,6.36,0.48
1.80,2.36,2.80,0.28,1.92,1.79,6.37,0.48
1.80,2.36,2.79,0.28,1.92,1.79,6.35,0.48
1.79,2.36,2.79,0.28,1.92,1.79,6.34,0.48
1.80,2.35,2.78,0.28,1.89,1.79,6.36,0.48
1.81,2.35,2.78,0.27,1.89,1.79,6.37,0.48
1.81,2.36,2.78,0.27,1.90,1.79,6.39,0.48
1.82,2.35,2.78,0.27,1.88,1.79,6.41,0.49
1.83,2.35,2.78,0.27,1.89,1.79,6.42,0.49
1.84,2.36,2.80,0.28,1.91,1.79,6.46,0.49
